"","m1","m2","sd1","sd2"
"1",-1,-1,1,2
"2",0,-1,1,2
"3",1,-1,1,2
"4",2,-1,1,2
"5",3,-1,1,2
"6",4,-1,1,2
"7",5,-1,1,2
"8",6,-1,1,2
"9",7,-1,1,2
"10",8,-1,1,2
"11",9,-1,1,2
"12",10,-1,1,2
"13",11,-1,1,2
"14",12,-1,1,2
"15",13,-1,1,2
"16",14,-1,1,2
"17",15,-1,1,2
"18",16,-1,1,2
"19",17,-1,1,2
"20",18,-1,1,2
"21",19,-1,1,2
"22",20,-1,1,2
"23",21,-1,1,2
"24",22,-1,1,2
"25",23,-1,1,2
"26",24,-1,1,2
"27",25,-1,1,2
"28",26,-1,1,2
"29",27,-1,1,2
"30",28,-1,1,2
"31",29,-1,1,2
"32",30,-1,1,2
"33",-1,0,1,2
"34",0,0,1,2
"35",1,0,1,2
"36",2,0,1,2
"37",3,0,1,2
"38",4,0,1,2
"39",5,0,1,2
"40",6,0,1,2
"41",7,0,1,2
"42",8,0,1,2
"43",9,0,1,2
"44",10,0,1,2
"45",11,0,1,2
"46",12,0,1,2
"47",13,0,1,2
"48",14,0,1,2
"49",15,0,1,2
"50",16,0,1,2
"51",17,0,1,2
"52",18,0,1,2
"53",19,0,1,2
"54",20,0,1,2
"55",21,0,1,2
"56",22,0,1,2
"57",23,0,1,2
"58",24,0,1,2
"59",25,0,1,2
"60",26,0,1,2
"61",27,0,1,2
"62",28,0,1,2
"63",29,0,1,2
"64",30,0,1,2
"65",-1,1,1,2
"66",0,1,1,2
"67",1,1,1,2
"68",2,1,1,2
"69",3,1,1,2
"70",4,1,1,2
"71",5,1,1,2
"72",6,1,1,2
"73",7,1,1,2
"74",8,1,1,2
"75",9,1,1,2
"76",10,1,1,2
"77",11,1,1,2
"78",12,1,1,2
"79",13,1,1,2
"80",14,1,1,2
"81",15,1,1,2
"82",16,1,1,2
"83",17,1,1,2
"84",18,1,1,2
"85",19,1,1,2
"86",20,1,1,2
"87",21,1,1,2
"88",22,1,1,2
"89",23,1,1,2
"90",24,1,1,2
"91",25,1,1,2
"92",26,1,1,2
"93",27,1,1,2
"94",28,1,1,2
"95",29,1,1,2
"96",30,1,1,2
"97",-1,2,1,2
"98",0,2,1,2
"99",1,2,1,2
"100",2,2,1,2
"101",3,2,1,2
"102",4,2,1,2
"103",5,2,1,2
"104",6,2,1,2
"105",7,2,1,2
"106",8,2,1,2
"107",9,2,1,2
"108",10,2,1,2
"109",11,2,1,2
"110",12,2,1,2
"111",13,2,1,2
"112",14,2,1,2
"113",15,2,1,2
"114",16,2,1,2
"115",17,2,1,2
"116",18,2,1,2
"117",19,2,1,2
"118",20,2,1,2
"119",21,2,1,2
"120",22,2,1,2
"121",23,2,1,2
"122",24,2,1,2
"123",25,2,1,2
"124",26,2,1,2
"125",27,2,1,2
"126",28,2,1,2
"127",29,2,1,2
"128",30,2,1,2
"129",-1,3,1,2
"130",0,3,1,2
"131",1,3,1,2
"132",2,3,1,2
"133",3,3,1,2
"134",4,3,1,2
"135",5,3,1,2
"136",6,3,1,2
"137",7,3,1,2
"138",8,3,1,2
"139",9,3,1,2
"140",10,3,1,2
"141",11,3,1,2
"142",12,3,1,2
"143",13,3,1,2
"144",14,3,1,2
"145",15,3,1,2
"146",16,3,1,2
"147",17,3,1,2
"148",18,3,1,2
"149",19,3,1,2
"150",20,3,1,2
"151",21,3,1,2
"152",22,3,1,2
"153",23,3,1,2
"154",24,3,1,2
"155",25,3,1,2
"156",26,3,1,2
"157",27,3,1,2
"158",28,3,1,2
"159",29,3,1,2
"160",30,3,1,2
"161",-1,4,1,2
"162",0,4,1,2
"163",1,4,1,2
"164",2,4,1,2
"165",3,4,1,2
"166",4,4,1,2
"167",5,4,1,2
"168",6,4,1,2
"169",7,4,1,2
"170",8,4,1,2
"171",9,4,1,2
"172",10,4,1,2
"173",11,4,1,2
"174",12,4,1,2
"175",13,4,1,2
"176",14,4,1,2
"177",15,4,1,2
"178",16,4,1,2
"179",17,4,1,2
"180",18,4,1,2
"181",19,4,1,2
"182",20,4,1,2
"183",21,4,1,2
"184",22,4,1,2
"185",23,4,1,2
"186",24,4,1,2
"187",25,4,1,2
"188",26,4,1,2
"189",27,4,1,2
"190",28,4,1,2
"191",29,4,1,2
"192",30,4,1,2
"193",-1,5,1,2
"194",0,5,1,2
"195",1,5,1,2
"196",2,5,1,2
"197",3,5,1,2
"198",4,5,1,2
"199",5,5,1,2
"200",6,5,1,2
"201",7,5,1,2
"202",8,5,1,2
"203",9,5,1,2
"204",10,5,1,2
"205",11,5,1,2
"206",12,5,1,2
"207",13,5,1,2
"208",14,5,1,2
"209",15,5,1,2
"210",16,5,1,2
"211",17,5,1,2
"212",18,5,1,2
"213",19,5,1,2
"214",20,5,1,2
"215",21,5,1,2
"216",22,5,1,2
"217",23,5,1,2
"218",24,5,1,2
"219",25,5,1,2
"220",26,5,1,2
"221",27,5,1,2
"222",28,5,1,2
"223",29,5,1,2
"224",30,5,1,2
"225",-1,6,1,2
"226",0,6,1,2
"227",1,6,1,2
"228",2,6,1,2
"229",3,6,1,2
"230",4,6,1,2
"231",5,6,1,2
"232",6,6,1,2
"233",7,6,1,2
"234",8,6,1,2
"235",9,6,1,2
"236",10,6,1,2
"237",11,6,1,2
"238",12,6,1,2
"239",13,6,1,2
"240",14,6,1,2
"241",15,6,1,2
"242",16,6,1,2
"243",17,6,1,2
"244",18,6,1,2
"245",19,6,1,2
"246",20,6,1,2
"247",21,6,1,2
"248",22,6,1,2
"249",23,6,1,2
"250",24,6,1,2
"251",25,6,1,2
"252",26,6,1,2
"253",27,6,1,2
"254",28,6,1,2
"255",29,6,1,2
"256",30,6,1,2
"257",-1,7,1,2
"258",0,7,1,2
"259",1,7,1,2
"260",2,7,1,2
"261",3,7,1,2
"262",4,7,1,2
"263",5,7,1,2
"264",6,7,1,2
"265",7,7,1,2
"266",8,7,1,2
"267",9,7,1,2
"268",10,7,1,2
"269",11,7,1,2
"270",12,7,1,2
"271",13,7,1,2
"272",14,7,1,2
"273",15,7,1,2
"274",16,7,1,2
"275",17,7,1,2
"276",18,7,1,2
"277",19,7,1,2
"278",20,7,1,2
"279",21,7,1,2
"280",22,7,1,2
"281",23,7,1,2
"282",24,7,1,2
"283",25,7,1,2
"284",26,7,1,2
"285",27,7,1,2
"286",28,7,1,2
"287",29,7,1,2
"288",30,7,1,2
"289",-1,8,1,2
"290",0,8,1,2
"291",1,8,1,2
"292",2,8,1,2
"293",3,8,1,2
"294",4,8,1,2
"295",5,8,1,2
"296",6,8,1,2
"297",7,8,1,2
"298",8,8,1,2
"299",9,8,1,2
"300",10,8,1,2
"301",11,8,1,2
"302",12,8,1,2
"303",13,8,1,2
"304",14,8,1,2
"305",15,8,1,2
"306",16,8,1,2
"307",17,8,1,2
"308",18,8,1,2
"309",19,8,1,2
"310",20,8,1,2
"311",21,8,1,2
"312",22,8,1,2
"313",23,8,1,2
"314",24,8,1,2
"315",25,8,1,2
"316",26,8,1,2
"317",27,8,1,2
"318",28,8,1,2
"319",29,8,1,2
"320",30,8,1,2
"321",-1,9,1,2
"322",0,9,1,2
"323",1,9,1,2
"324",2,9,1,2
"325",3,9,1,2
"326",4,9,1,2
"327",5,9,1,2
"328",6,9,1,2
"329",7,9,1,2
"330",8,9,1,2
"331",9,9,1,2
"332",10,9,1,2
"333",11,9,1,2
"334",12,9,1,2
"335",13,9,1,2
"336",14,9,1,2
"337",15,9,1,2
"338",16,9,1,2
"339",17,9,1,2
"340",18,9,1,2
"341",19,9,1,2
"342",20,9,1,2
"343",21,9,1,2
"344",22,9,1,2
"345",23,9,1,2
"346",24,9,1,2
"347",25,9,1,2
"348",26,9,1,2
"349",27,9,1,2
"350",28,9,1,2
"351",29,9,1,2
"352",30,9,1,2
"353",-1,10,1,2
"354",0,10,1,2
"355",1,10,1,2
"356",2,10,1,2
"357",3,10,1,2
"358",4,10,1,2
"359",5,10,1,2
"360",6,10,1,2
"361",7,10,1,2
"362",8,10,1,2
"363",9,10,1,2
"364",10,10,1,2
"365",11,10,1,2
"366",12,10,1,2
"367",13,10,1,2
"368",14,10,1,2
"369",15,10,1,2
"370",16,10,1,2
"371",17,10,1,2
"372",18,10,1,2
"373",19,10,1,2
"374",20,10,1,2
"375",21,10,1,2
"376",22,10,1,2
"377",23,10,1,2
"378",24,10,1,2
"379",25,10,1,2
"380",26,10,1,2
"381",27,10,1,2
"382",28,10,1,2
"383",29,10,1,2
"384",30,10,1,2
"385",-1,11,1,2
"386",0,11,1,2
"387",1,11,1,2
"388",2,11,1,2
"389",3,11,1,2
"390",4,11,1,2
"391",5,11,1,2
"392",6,11,1,2
"393",7,11,1,2
"394",8,11,1,2
"395",9,11,1,2
"396",10,11,1,2
"397",11,11,1,2
"398",12,11,1,2
"399",13,11,1,2
"400",14,11,1,2
"401",15,11,1,2
"402",16,11,1,2
"403",17,11,1,2
"404",18,11,1,2
"405",19,11,1,2
"406",20,11,1,2
"407",21,11,1,2
"408",22,11,1,2
"409",23,11,1,2
"410",24,11,1,2
"411",25,11,1,2
"412",26,11,1,2
"413",27,11,1,2
"414",28,11,1,2
"415",29,11,1,2
"416",30,11,1,2
"417",-1,12,1,2
"418",0,12,1,2
"419",1,12,1,2
"420",2,12,1,2
"421",3,12,1,2
"422",4,12,1,2
"423",5,12,1,2
"424",6,12,1,2
"425",7,12,1,2
"426",8,12,1,2
"427",9,12,1,2
"428",10,12,1,2
"429",11,12,1,2
"430",12,12,1,2
"431",13,12,1,2
"432",14,12,1,2
"433",15,12,1,2
"434",16,12,1,2
"435",17,12,1,2
"436",18,12,1,2
"437",19,12,1,2
"438",20,12,1,2
"439",21,12,1,2
"440",22,12,1,2
"441",23,12,1,2
"442",24,12,1,2
"443",25,12,1,2
"444",26,12,1,2
"445",27,12,1,2
"446",28,12,1,2
"447",29,12,1,2
"448",30,12,1,2
"449",-1,13,1,2
"450",0,13,1,2
"451",1,13,1,2
"452",2,13,1,2
"453",3,13,1,2
"454",4,13,1,2
"455",5,13,1,2
"456",6,13,1,2
"457",7,13,1,2
"458",8,13,1,2
"459",9,13,1,2
"460",10,13,1,2
"461",11,13,1,2
"462",12,13,1,2
"463",13,13,1,2
"464",14,13,1,2
"465",15,13,1,2
"466",16,13,1,2
"467",17,13,1,2
"468",18,13,1,2
"469",19,13,1,2
"470",20,13,1,2
"471",21,13,1,2
"472",22,13,1,2
"473",23,13,1,2
"474",24,13,1,2
"475",25,13,1,2
"476",26,13,1,2
"477",27,13,1,2
"478",28,13,1,2
"479",29,13,1,2
"480",30,13,1,2
"481",-1,14,1,2
"482",0,14,1,2
"483",1,14,1,2
"484",2,14,1,2
"485",3,14,1,2
"486",4,14,1,2
"487",5,14,1,2
"488",6,14,1,2
"489",7,14,1,2
"490",8,14,1,2
"491",9,14,1,2
"492",10,14,1,2
"493",11,14,1,2
"494",12,14,1,2
"495",13,14,1,2
"496",14,14,1,2
"497",15,14,1,2
"498",16,14,1,2
"499",17,14,1,2
"500",18,14,1,2
"501",19,14,1,2
"502",20,14,1,2
"503",21,14,1,2
"504",22,14,1,2
"505",23,14,1,2
"506",24,14,1,2
"507",25,14,1,2
"508",26,14,1,2
"509",27,14,1,2
"510",28,14,1,2
"511",29,14,1,2
"512",30,14,1,2
"513",-1,15,1,2
"514",0,15,1,2
"515",1,15,1,2
"516",2,15,1,2
"517",3,15,1,2
"518",4,15,1,2
"519",5,15,1,2
"520",6,15,1,2
"521",7,15,1,2
"522",8,15,1,2
"523",9,15,1,2
"524",10,15,1,2
"525",11,15,1,2
"526",12,15,1,2
"527",13,15,1,2
"528",14,15,1,2
"529",15,15,1,2
"530",16,15,1,2
"531",17,15,1,2
"532",18,15,1,2
"533",19,15,1,2
"534",20,15,1,2
"535",21,15,1,2
"536",22,15,1,2
"537",23,15,1,2
"538",24,15,1,2
"539",25,15,1,2
"540",26,15,1,2
"541",27,15,1,2
"542",28,15,1,2
"543",29,15,1,2
"544",30,15,1,2
"545",-1,16,1,2
"546",0,16,1,2
"547",1,16,1,2
"548",2,16,1,2
"549",3,16,1,2
"550",4,16,1,2
"551",5,16,1,2
"552",6,16,1,2
"553",7,16,1,2
"554",8,16,1,2
"555",9,16,1,2
"556",10,16,1,2
"557",11,16,1,2
"558",12,16,1,2
"559",13,16,1,2
"560",14,16,1,2
"561",15,16,1,2
"562",16,16,1,2
"563",17,16,1,2
"564",18,16,1,2
"565",19,16,1,2
"566",20,16,1,2
"567",21,16,1,2
"568",22,16,1,2
"569",23,16,1,2
"570",24,16,1,2
"571",25,16,1,2
"572",26,16,1,2
"573",27,16,1,2
"574",28,16,1,2
"575",29,16,1,2
"576",30,16,1,2
"577",-1,17,1,2
"578",0,17,1,2
"579",1,17,1,2
"580",2,17,1,2
"581",3,17,1,2
"582",4,17,1,2
"583",5,17,1,2
"584",6,17,1,2
"585",7,17,1,2
"586",8,17,1,2
"587",9,17,1,2
"588",10,17,1,2
"589",11,17,1,2
"590",12,17,1,2
"591",13,17,1,2
"592",14,17,1,2
"593",15,17,1,2
"594",16,17,1,2
"595",17,17,1,2
"596",18,17,1,2
"597",19,17,1,2
"598",20,17,1,2
"599",21,17,1,2
"600",22,17,1,2
"601",23,17,1,2
"602",24,17,1,2
"603",25,17,1,2
"604",26,17,1,2
"605",27,17,1,2
"606",28,17,1,2
"607",29,17,1,2
"608",30,17,1,2
"609",-1,18,1,2
"610",0,18,1,2
"611",1,18,1,2
"612",2,18,1,2
"613",3,18,1,2
"614",4,18,1,2
"615",5,18,1,2
"616",6,18,1,2
"617",7,18,1,2
"618",8,18,1,2
"619",9,18,1,2
"620",10,18,1,2
"621",11,18,1,2
"622",12,18,1,2
"623",13,18,1,2
"624",14,18,1,2
"625",15,18,1,2
"626",16,18,1,2
"627",17,18,1,2
"628",18,18,1,2
"629",19,18,1,2
"630",20,18,1,2
"631",21,18,1,2
"632",22,18,1,2
"633",23,18,1,2
"634",24,18,1,2
"635",25,18,1,2
"636",26,18,1,2
"637",27,18,1,2
"638",28,18,1,2
"639",29,18,1,2
"640",30,18,1,2
"641",-1,19,1,2
"642",0,19,1,2
"643",1,19,1,2
"644",2,19,1,2
"645",3,19,1,2
"646",4,19,1,2
"647",5,19,1,2
"648",6,19,1,2
"649",7,19,1,2
"650",8,19,1,2
"651",9,19,1,2
"652",10,19,1,2
"653",11,19,1,2
"654",12,19,1,2
"655",13,19,1,2
"656",14,19,1,2
"657",15,19,1,2
"658",16,19,1,2
"659",17,19,1,2
"660",18,19,1,2
"661",19,19,1,2
"662",20,19,1,2
"663",21,19,1,2
"664",22,19,1,2
"665",23,19,1,2
"666",24,19,1,2
"667",25,19,1,2
"668",26,19,1,2
"669",27,19,1,2
"670",28,19,1,2
"671",29,19,1,2
"672",30,19,1,2
"673",-1,20,1,2
"674",0,20,1,2
"675",1,20,1,2
"676",2,20,1,2
"677",3,20,1,2
"678",4,20,1,2
"679",5,20,1,2
"680",6,20,1,2
"681",7,20,1,2
"682",8,20,1,2
"683",9,20,1,2
"684",10,20,1,2
"685",11,20,1,2
"686",12,20,1,2
"687",13,20,1,2
"688",14,20,1,2
"689",15,20,1,2
"690",16,20,1,2
"691",17,20,1,2
"692",18,20,1,2
"693",19,20,1,2
"694",20,20,1,2
"695",21,20,1,2
"696",22,20,1,2
"697",23,20,1,2
"698",24,20,1,2
"699",25,20,1,2
"700",26,20,1,2
"701",27,20,1,2
"702",28,20,1,2
"703",29,20,1,2
"704",30,20,1,2
"705",-1,21,1,2
"706",0,21,1,2
"707",1,21,1,2
"708",2,21,1,2
"709",3,21,1,2
"710",4,21,1,2
"711",5,21,1,2
"712",6,21,1,2
"713",7,21,1,2
"714",8,21,1,2
"715",9,21,1,2
"716",10,21,1,2
"717",11,21,1,2
"718",12,21,1,2
"719",13,21,1,2
"720",14,21,1,2
"721",15,21,1,2
"722",16,21,1,2
"723",17,21,1,2
"724",18,21,1,2
"725",19,21,1,2
"726",20,21,1,2
"727",21,21,1,2
"728",22,21,1,2
"729",23,21,1,2
"730",24,21,1,2
"731",25,21,1,2
"732",26,21,1,2
"733",27,21,1,2
"734",28,21,1,2
"735",29,21,1,2
"736",30,21,1,2
"737",-1,22,1,2
"738",0,22,1,2
"739",1,22,1,2
"740",2,22,1,2
"741",3,22,1,2
"742",4,22,1,2
"743",5,22,1,2
"744",6,22,1,2
"745",7,22,1,2
"746",8,22,1,2
"747",9,22,1,2
"748",10,22,1,2
"749",11,22,1,2
"750",12,22,1,2
"751",13,22,1,2
"752",14,22,1,2
"753",15,22,1,2
"754",16,22,1,2
"755",17,22,1,2
"756",18,22,1,2
"757",19,22,1,2
"758",20,22,1,2
"759",21,22,1,2
"760",22,22,1,2
"761",23,22,1,2
"762",24,22,1,2
"763",25,22,1,2
"764",26,22,1,2
"765",27,22,1,2
"766",28,22,1,2
"767",29,22,1,2
"768",30,22,1,2
"769",-1,23,1,2
"770",0,23,1,2
"771",1,23,1,2
"772",2,23,1,2
"773",3,23,1,2
"774",4,23,1,2
"775",5,23,1,2
"776",6,23,1,2
"777",7,23,1,2
"778",8,23,1,2
"779",9,23,1,2
"780",10,23,1,2
"781",11,23,1,2
"782",12,23,1,2
"783",13,23,1,2
"784",14,23,1,2
"785",15,23,1,2
"786",16,23,1,2
"787",17,23,1,2
"788",18,23,1,2
"789",19,23,1,2
"790",20,23,1,2
"791",21,23,1,2
"792",22,23,1,2
"793",23,23,1,2
"794",24,23,1,2
"795",25,23,1,2
"796",26,23,1,2
"797",27,23,1,2
"798",28,23,1,2
"799",29,23,1,2
"800",30,23,1,2
"801",-1,24,1,2
"802",0,24,1,2
"803",1,24,1,2
"804",2,24,1,2
"805",3,24,1,2
"806",4,24,1,2
"807",5,24,1,2
"808",6,24,1,2
"809",7,24,1,2
"810",8,24,1,2
"811",9,24,1,2
"812",10,24,1,2
"813",11,24,1,2
"814",12,24,1,2
"815",13,24,1,2
"816",14,24,1,2
"817",15,24,1,2
"818",16,24,1,2
"819",17,24,1,2
"820",18,24,1,2
"821",19,24,1,2
"822",20,24,1,2
"823",21,24,1,2
"824",22,24,1,2
"825",23,24,1,2
"826",24,24,1,2
"827",25,24,1,2
"828",26,24,1,2
"829",27,24,1,2
"830",28,24,1,2
"831",29,24,1,2
"832",30,24,1,2
"833",-1,25,1,2
"834",0,25,1,2
"835",1,25,1,2
"836",2,25,1,2
"837",3,25,1,2
"838",4,25,1,2
"839",5,25,1,2
"840",6,25,1,2
"841",7,25,1,2
"842",8,25,1,2
"843",9,25,1,2
"844",10,25,1,2
"845",11,25,1,2
"846",12,25,1,2
"847",13,25,1,2
"848",14,25,1,2
"849",15,25,1,2
"850",16,25,1,2
"851",17,25,1,2
"852",18,25,1,2
"853",19,25,1,2
"854",20,25,1,2
"855",21,25,1,2
"856",22,25,1,2
"857",23,25,1,2
"858",24,25,1,2
"859",25,25,1,2
"860",26,25,1,2
"861",27,25,1,2
"862",28,25,1,2
"863",29,25,1,2
"864",30,25,1,2
"865",-1,26,1,2
"866",0,26,1,2
"867",1,26,1,2
"868",2,26,1,2
"869",3,26,1,2
"870",4,26,1,2
"871",5,26,1,2
"872",6,26,1,2
"873",7,26,1,2
"874",8,26,1,2
"875",9,26,1,2
"876",10,26,1,2
"877",11,26,1,2
"878",12,26,1,2
"879",13,26,1,2
"880",14,26,1,2
"881",15,26,1,2
"882",16,26,1,2
"883",17,26,1,2
"884",18,26,1,2
"885",19,26,1,2
"886",20,26,1,2
"887",21,26,1,2
"888",22,26,1,2
"889",23,26,1,2
"890",24,26,1,2
"891",25,26,1,2
"892",26,26,1,2
"893",27,26,1,2
"894",28,26,1,2
"895",29,26,1,2
"896",30,26,1,2
"897",-1,27,1,2
"898",0,27,1,2
"899",1,27,1,2
"900",2,27,1,2
"901",3,27,1,2
"902",4,27,1,2
"903",5,27,1,2
"904",6,27,1,2
"905",7,27,1,2
"906",8,27,1,2
"907",9,27,1,2
"908",10,27,1,2
"909",11,27,1,2
"910",12,27,1,2
"911",13,27,1,2
"912",14,27,1,2
"913",15,27,1,2
"914",16,27,1,2
"915",17,27,1,2
"916",18,27,1,2
"917",19,27,1,2
"918",20,27,1,2
"919",21,27,1,2
"920",22,27,1,2
"921",23,27,1,2
"922",24,27,1,2
"923",25,27,1,2
"924",26,27,1,2
"925",27,27,1,2
"926",28,27,1,2
"927",29,27,1,2
"928",30,27,1,2
"929",-1,28,1,2
"930",0,28,1,2
"931",1,28,1,2
"932",2,28,1,2
"933",3,28,1,2
"934",4,28,1,2
"935",5,28,1,2
"936",6,28,1,2
"937",7,28,1,2
"938",8,28,1,2
"939",9,28,1,2
"940",10,28,1,2
"941",11,28,1,2
"942",12,28,1,2
"943",13,28,1,2
"944",14,28,1,2
"945",15,28,1,2
"946",16,28,1,2
"947",17,28,1,2
"948",18,28,1,2
"949",19,28,1,2
"950",20,28,1,2
"951",21,28,1,2
"952",22,28,1,2
"953",23,28,1,2
"954",24,28,1,2
"955",25,28,1,2
"956",26,28,1,2
"957",27,28,1,2
"958",28,28,1,2
"959",29,28,1,2
"960",30,28,1,2
"961",-1,29,1,2
"962",0,29,1,2
"963",1,29,1,2
"964",2,29,1,2
"965",3,29,1,2
"966",4,29,1,2
"967",5,29,1,2
"968",6,29,1,2
"969",7,29,1,2
"970",8,29,1,2
"971",9,29,1,2
"972",10,29,1,2
"973",11,29,1,2
"974",12,29,1,2
"975",13,29,1,2
"976",14,29,1,2
"977",15,29,1,2
"978",16,29,1,2
"979",17,29,1,2
"980",18,29,1,2
"981",19,29,1,2
"982",20,29,1,2
"983",21,29,1,2
"984",22,29,1,2
"985",23,29,1,2
"986",24,29,1,2
"987",25,29,1,2
"988",26,29,1,2
"989",27,29,1,2
"990",28,29,1,2
"991",29,29,1,2
"992",30,29,1,2
"993",-1,30,1,2
"994",0,30,1,2
"995",1,30,1,2
"996",2,30,1,2
"997",3,30,1,2
"998",4,30,1,2
"999",5,30,1,2
"1000",6,30,1,2
"1001",7,30,1,2
"1002",8,30,1,2
"1003",9,30,1,2
"1004",10,30,1,2
"1005",11,30,1,2
"1006",12,30,1,2
"1007",13,30,1,2
"1008",14,30,1,2
"1009",15,30,1,2
"1010",16,30,1,2
"1011",17,30,1,2
"1012",18,30,1,2
"1013",19,30,1,2
"1014",20,30,1,2
"1015",21,30,1,2
"1016",22,30,1,2
"1017",23,30,1,2
"1018",24,30,1,2
"1019",25,30,1,2
"1020",26,30,1,2
"1021",27,30,1,2
"1022",28,30,1,2
"1023",29,30,1,2
"1024",30,30,1,2
"1025",-1,-1,1,3
"1026",0,-1,1,3
"1027",1,-1,1,3
"1028",2,-1,1,3
"1029",3,-1,1,3
"1030",4,-1,1,3
"1031",5,-1,1,3
"1032",6,-1,1,3
"1033",7,-1,1,3
"1034",8,-1,1,3
"1035",9,-1,1,3
"1036",10,-1,1,3
"1037",11,-1,1,3
"1038",12,-1,1,3
"1039",13,-1,1,3
"1040",14,-1,1,3
"1041",15,-1,1,3
"1042",16,-1,1,3
"1043",17,-1,1,3
"1044",18,-1,1,3
"1045",19,-1,1,3
"1046",20,-1,1,3
"1047",21,-1,1,3
"1048",22,-1,1,3
"1049",23,-1,1,3
"1050",24,-1,1,3
"1051",25,-1,1,3
"1052",26,-1,1,3
"1053",27,-1,1,3
"1054",28,-1,1,3
"1055",29,-1,1,3
"1056",30,-1,1,3
"1057",-1,0,1,3
"1058",0,0,1,3
"1059",1,0,1,3
"1060",2,0,1,3
"1061",3,0,1,3
"1062",4,0,1,3
"1063",5,0,1,3
"1064",6,0,1,3
"1065",7,0,1,3
"1066",8,0,1,3
"1067",9,0,1,3
"1068",10,0,1,3
